hs2022,hs2017,relationship
290541,290541,1:1
290542,290542,1:1
290543,290543,1:1
290544,290544,1:1
290545,290545,1:1
290549,290549,1:1
290551,290551,1:1
290559,290559,1:1
290611,290611,1:1
290612,290612,1:1
290613,290613,1:1
290619,290619,1:1
290621,290621,1:1
290629,290629,1:1
290711,290711,1:1
290712,290712,1:1
290713,290713,1:1
290715,290715,1:1
290719,290719,1:1
290721,290721,1:1
290722,290722,1:1
290723,290723,1:1
290729,290729,1:1
290811,290811,1:1
290819,290819,1:1
290891,290891,1:1
290892,290892,1:1
290899,290899,1:1
290911,290911,1:1
290919,290919,1:1
290920,290920,1:1
290930,290930,1:1
290941,290941,1:1
290943,290943,1:1
290944,290944,1:1
290949,290949,1:1
290950,290950,1:1
290960,290960,1:n
290960,291100,n:n
291010,291010,1:1
291020,291020,1:1
291030,291030,1:1
291040,291040,1:1
291050,291050,1:1
291090,291090,1:1
291100,291100,n:1
291211,291211,1:1
291212,291212,1:1
291219,291219,1:1
291221,291221,1:1
291229,291229,1:1
291241,291241,1:1
291242,291242,1:1
291249,291249,1:1
291250,291250,1:1
291260,291260,1:1
291300,291300,1:1
291411,291411,1:1
291412,291412,1:1
291413,291413,1:1
291419,291419,1:1
291422,291422,1:1
291423,291423,1:1
291429,291429,1:1
291431,291431,1:1
291439,291439,1:1
291440,291440,1:1
291450,291450,1:1
291461,291461,1:1
291462,291462,1:1
291469,291469,1:1
291471,291471,1:1
291479,291479,1:1
291511,291511,1:1
291512,291512,1:1
291513,291513,1:1
291521,291521,1:1
291524,291524,1:1
291529,291529,1:1
291531,291531,1:1
291532,291532,1:1
291533,291533,1:1
291536,291536,1:1
291539,291539,1:1
291540,291540,1:1
291550,291550,1:1
291560,291560,1:1
291570,291570,1:1
291590,291590,1:1
291611,291611,1:1
291612,291612,1:1
291613,291613,1:1
291614,291614,1:1
291615,291615,1:1
291616,291616,1:1
291619,291619,1:1
291620,291620,1:1
291631,291631,1:1
291632,291632,1:1
291634,291634,1:1
291639,291639,1:1
291711,291711,1:1
291712,291712,1:1
291713,291713,1:1
291714,291714,1:1
291719,291719,1:1
291720,291720,1:1
291732,291732,1:1
291733,291733,1:1
291734,291734,1:1
291735,291735,1:1
291736,291736,1:1
291737,291737,1:1
291739,291739,1:1
291811,291811,1:1
291812,291812,1:1
291813,291813,1:1
291814,291814,1:1
291815,291815,1:1
291816,291816,1:1
291817,291817,1:1
291818,291818,1:1
291819,291819,1:1
291821,291821,1:1
291822,291822,1:1
291823,291823,1:1
291829,291829,1:1
291830,291830,1:1
291891,291891,1:1
291899,291899,1:1
291910,291910,1:1
291990,291990,1:1
292011,292011,1:1
292019,292019,1:1
292021,292021,1:1
292022,292022,1:1
292023,292023,1:1
292024,292024,1:1
292029,292029,1:1
292030,292030,1:1
292090,292090,1:1
292111,292111,1:1
292112,292112,1:1
292113,292113,1:1
292114,292114,1:1
292119,292119,1:1
292121,292121,1:1
292122,292122,1:1
292129,292129,1:1
292130,292130,1:1
292141,292141,1:1
292142,292142,1:1
292143,292143,1:1
292144,292144,1:1
292145,292145,1:1
292146,292146,1:1
292149,292149,1:1
292151,292151,1:1
292159,292159,1:1
292211,292211,1:1
292212,292212,1:1
292214,292214,1:1
292215,292215,1:1
292216,292216,1:1
292217,292217,1:1
292218,292218,1:1
292219,292219,1:1
292221,292221,1:1
292229,292229,1:1
292231,292231,1:1
292239,292239,1:1
292241,292241,1:1
292242,292242,1:1
292243,292243,1:1
292244,292244,1:1
292249,292249,1:1
292250,292250,1:1
292310,292310,1:1
292320,292320,1:1
292330,292330,1:1
292340,292340,1:1
292390,292390,1:1
292411,292411,1:1
292412,292412,1:1
292419,292419,1:1
292421,292421,1:1
292423,292423,1:1
292424,292424,1:1
292425,292425,1:1
292429,292429,1:1
292511,292511,1:1
292512,292512,1:1
292519,292519,1:1
292521,292521,1:1
292529,292529,1:1
292610,292610,1:1
292620,292620,1:1
292630,292630,1:1
292640,292640,1:1
292690,292690,1:1
292700,292700,1:1
292800,292800,1:1
292910,292910,1:1
292990,292990,1:1
293010,293090,n:1
293020,293020,1:1
293030,293030,1:1
293040,293040,1:1
293060,293060,1:1
293070,293070,1:1
293080,293080,1:1
293090,293090,n:1
293110,293110,1:1
293120,293120,1:1
293141,293131,1:1
293142,293132,1:1
293143,293133,1:1
293144,293139,n:1
293145,293138,1:1
293146,293135,1:1
293147,293136,1:1
293148,293139,n:1
293149,293134,1:n
293149,293137,1:n
293149,293139,n:n
293151,293139,n:1
293152,293139,n:1
293153,293139,n:1
293154,293139,n:1
293159,293139,n:1
293190,293190,1:1
293211,293211,1:1
293212,293212,1:1
293213,293213,1:1
293214,293214,1:1
293219,293219,1:1
293220,293220,1:1
293291,293291,1:1
293292,293292,1:1
293293,293293,1:1
293294,293294,1:1
293295,293295,1:1
293296,293299,n:1
293299,293299,n:1
293311,293311,1:1
293319,293319,1:1
293321,293321,1:1
293329,293329,1:1
293331,293331,1:1
293332,293332,1:1
293333,293333,1:n
293333,293339,n:n
293334,293339,n:1
293335,293339,n:1
293336,293339,n:1
293337,293339,n:1
293339,293339,n:1
293341,293341,1:1
293349,293349,1:1
293352,293352,1:1
293353,293353,1:1
293354,293354,1:1
293355,293355,1:1
293359,293359,1:1
293361,293361,1:1
293369,293369,1:1
293371,293371,1:1
293372,293372,1:1
293379,293379,1:1
293391,293391,1:1
293392,293392,1:1
293399,293399,1:1
293410,293410,1:1
293420,293420,1:1
293430,293430,1:1
293491,293491,1:1
293492,293499,n:1
293499,293499,n:1
293510,293510,1:1
293520,293520,1:1
293530,293530,1:1
293540,293540,1:1
293550,293550,1:1
293590,293590,1:1
293621,293621,1:1
293622,293622,1:1
293623,293623,1:1
293624,293624,1:1
293625,293625,1:1
293626,293626,1:1
293627,293627,1:1
293628,293628,1:1
293629,293629,1:1
293690,293690,1:1
293711,293711,1:1
293712,293712,1:1
293719,293719,1:1
293721,293721,1:1
293722,293722,1:1
293723,293723,1:1
293729,293729,1:1
293750,293750,1:1
293790,293790,1:1
293810,293810,1:1
293890,293890,1:1
293911,293911,1:1
293919,293919,1:1
293920,293920,1:1
293930,293930,1:1
293941,293941,1:1
293942,293942,1:1
293943,293943,1:1
293944,293944,1:1
293945,293971,n:1
293949,293949,1:n
293949,293971,n:n
293949,293979,n:n
293951,293951,1:1
293959,293959,1:1
293961,293961,1:1
293962,293962,1:1
293963,293963,1:1
293969,293969,1:1
293972,293971,n:1
293979,293979,n:1
293980,293980,1:1
294000,294000,1:1
294110,294110,1:1
294120,294120,1:1
294130,294130,1:1
294140,294140,1:1
294150,294150,1:1
294190,294190,1:1
294200,294200,1:1
300120,300120,1:1
300190,300190,1:1
300212,300212,1:1
300213,300213,n:1
300214,300214,n:1
300215,300215,n:1
300241,300220,1:1
300242,300230,1:1
300249,300290,n:1
300251,300290,n:1
300259,300290,n:1
300290,300290,n:1
300310,300310,1:1
300320,300320,1:1
300331,300331,1:1
300339,300339,1:1
300341,300341,1:1
300342,300342,1:1
300343,300343,1:1
300349,300349,1:1
300360,300360,1:1
300390,300390,1:1
300410,300410,n:1
300420,300420,n:1
300431,300431,n:1
300432,300432,n:1
300439,300439,n:1
300441,300441,n:1
300442,300442,n:1
300443,300443,n:1
300449,300449,n:1
300450,300450,n:1
300460,300460,n:1
300490,300490,n:1
300510,300510,1:1
300590,300590,1:1
300610,300610,1:1
300630,300630,1:1
300640,300640,1:1
300650,300650,1:1
300660,300660,1:1
300670,300670,1:1
300691,300691,1:1
300692,300692,1:1
300693,170490,n:n
300693,210690,n:n
300693,220299,n:n
300693,300410,n:n
300693,300420,n:n
300693,300431,n:n
300693,300432,n:n
300693,300439,n:n
300693,300441,n:n
300693,300442,n:n
300693,300443,n:n
300693,300449,n:n
300693,300450,n:n
300693,300460,n:n
300693,300490,n:n
300693,382499,n:n
310100,310100,1:1
310210,310210,1:1
310221,310221,1:1
310229,310229,1:1
310230,310230,1:1
310240,310240,1:1
310250,310250,1:1
310260,310260,1:1
310280,310280,1:1
310290,310290,1:1
310311,310311,1:1
310319,310319,1:1
310390,310390,1:1
310420,310420,1:1
310430,310430,1:1
310490,310490,1:1
310510,310510,1:1
310520,310520,1:1
310530,310530,1:1
310540,310540,1:1
310551,310551,1:1
310559,310559,1:1
310560,310560,1:1
310590,310590,1:1
320110,320110,1:1
320120,320120,1:1
320190,320190,1:1
320210,320210,1:1
320290,320290,1:1
320300,320300,1:1
320411,320411,1:1
320412,320412,1:1
320413,320413,1:1
320414,320414,1:1
320415,320415,1:1
320416,320416,1:1
320417,320417,1:1
320418,320419,n:1
320419,320419,n:1
320420,320420,1:1
320490,320490,1:1
320500,320500,1:1
320611,320611,1:1
320619,320619,1:1
320620,320620,1:1
320641,320641,1:1
320642,320642,1:1
320649,320649,1:1
320650,320650,1:1
320710,320710,1:1
320720,320720,1:1
320730,320730,1:1
320740,320740,1:1
320810,320810,1:1
320820,320820,1:1
320890,320890,1:1
320910,320910,1:1
320990,320990,1:1
321000,321000,1:1
321100,321100,1:1
321210,321210,1:1
321290,321290,1:1
321310,321310,1:1
321390,321390,1:1
321410,321410,1:1
321490,321490,1:1
321511,321511,1:1
321519,321519,1:1
321590,321590,1:1
330112,330112,1:1
330113,330113,1:1
330119,330119,1:1
330124,330124,1:1
330125,330125,1:1
330129,330129,1:1
330130,330130,1:1
330190,330190,1:1
330210,330210,1:1
330290,330290,1:1
330300,330300,1:1
330410,330410,1:1
330420,330420,1:1
330430,330430,1:1
330491,330491,1:1
330499,330499,1:1
330510,330510,1:1
330520,330520,1:1
330530,330530,1:1
330590,330590,1:1
330610,330610,1:1
330620,330620,1:1
330690,330690,1:1
330710,330710,1:1
330720,330720,1:1
330730,330730,1:1
330741,330741,1:1
330749,330749,1:1
330790,330790,1:1
340111,340111,1:1
340119,340119,1:1
340120,340120,1:1
340130,340130,1:1
340231,340211,n:1
340239,340211,n:1
340241,340212,1:1
340242,340213,1:1
340249,340219,1:1
340250,340220,1:1
340290,340290,1:1
340311,340311,1:1
340319,340319,1:1
340391,340391,1:1
340399,340399,1:1
340420,340420,1:1
340490,340490,1:1
340510,340510,1:1
340520,340520,1:1
340530,340530,1:1
340540,340540,1:1
340590,340590,1:1
340600,340600,1:1
340700,340700,1:1
350110,350110,1:1
350190,350190,1:1
350211,350211,1:1
350219,350219,1:1
350220,350220,1:1
350290,350290,1:1
350300,350300,1:1
350400,350400,1:1
350510,350510,1:1
350520,350520,1:1
350610,350610,1:1
350691,350691,1:1
350699,350699,1:1
350710,350710,1:1
350790,350790,1:1
360100,360100,1:1
360200,360200,1:1
360310,360300,n:1
360320,360300,n:1
360330,360300,n:1
360340,360300,n:1
360350,360300,n:1
360360,360300,n:1
360410,360410,1:1
360490,360490,1:1
360500,360500,1:1
360610,360610,1:1
360690,360690,1:1
370110,370110,1:1
370120,370120,1:1
370130,370130,1:1
370191,370191,1:1
370199,370199,1:1
370210,370210,1:1
370231,370231,1:1
370232,370232,1:1
370239,370239,1:1
370241,370241,1:1
370242,370242,1:1
370243,370243,1:1
370244,370244,1:1
370252,370252,1:1
370253,370253,1:1
370254,370254,1:1
370255,370255,1:1
370256,370256,1:1
370296,370296,1:1
370297,370297,1:1
370298,370298,1:1
370310,370310,1:1
370320,370320,1:1
370390,370390,1:1
370400,370400,1:1
370500,370500,1:1
370610,370610,1:1
370690,370690,1:1
370710,370710,1:1
370790,370790,1:1
380110,380110,1:1
380120,380120,1:1
380130,380130,1:1
380190,380190,1:1
380210,380210,1:1
380290,380290,1:1
380300,380300,1:1
380400,380400,1:1
380510,380510,1:1
380590,380590,1:1
380610,380610,1:1
380620,380620,1:1
380630,380630,1:1
380690,380690,1:1
380700,380700,1:1
380852,380852,1:1
380859,380859,1:n
380859,380891,n:n
380859,380892,n:n
380859,380893,n:n
380859,380894,n:n
380859,380899,n:n
380861,380861,1:1
380862,380862,1:1
380869,380869,1:1
380891,380891,n:1
380892,380892,n:1
380893,380893,n:1
380894,380894,n:1
380899,380899,n:1
380910,380910,1:1
380991,380991,1:1
380992,380992,1:1
380993,380993,1:1
381010,381010,1:1
381090,381090,1:1
381111,381111,1:1
381119,381119,1:1
381121,381121,1:1
381129,381129,1:1
381190,381190,1:1
381210,381210,1:1
381220,381220,1:1
381231,381231,1:1
381239,381239,1:1
381300,381300,1:1
381400,381400,1:1
381511,381511,1:1
381512,381512,1:1
381519,381519,1:1
381590,381590,1:1
381600,251830,1:n
381600,381600,1:n
381700,381700,1:1
381800,381800,1:1
381900,381900,1:1
382000,382000,1:1
382100,382100,1:1
382211,300211,1:n
382211,300213,n:n
382211,300214,n:n
382211,300215,n:n
382212,300213,n:n
382212,300214,n:n
382212,300215,n:n
382212,382200,n:n
382213,300620,1:1
382219,300213,n:n
382219,300214,n:n
382219,300215,n:n
382219,382200,n:n
382290,382200,n:1
382311,382311,1:1
382312,382312,1:1
382313,382313,1:1
382319,382319,1:1
382370,382370,1:1
382410,382410,1:1
382430,382430,1:1
382440,382440,1:1
382450,382450,1:1
382460,382460,1:1
382481,382481,1:1
382482,382482,1:1
382483,382483,1:1
382484,382484,1:1
382485,382485,1:1
382486,382486,1:1
382487,382487,1:1
382488,382488,1:1
382489,382499,n:1
382491,382491,1:1
382492,382499,n:1
382499,382499,n:1
382510,382510,n:1
382520,382520,n:1
382530,382530,n:1
382541,382541,n:1
382549,382549,n:1
382550,382550,n:1
382561,382561,n:1
382569,382569,n:1
382590,382590,n:1
382600,382600,1:1
382711,382471,1:1
382712,382473,1:1
382713,382475,1:1
382714,382476,1:1
382720,382472,1:1
382731,382474,n:1
382732,382474,n:1
382739,382474,n:1
382740,382477,1:1
382751,382478,n:1
382759,382478,n:1
382761,382478,n:1
382762,382478,n:1
382763,382478,n:1
382764,382478,n:1
382765,382478,n:1
382768,382478,n:1
382769,382478,n:1
382790,382479,1:1
390110,390110,1:1
390120,390120,1:1
390130,390130,1:1
390140,390140,1:1
390190,390190,1:1
390210,390210,1:1
390220,390220,1:1
390230,390230,1:1
390290,390290,1:1
390311,390311,1:1
390319,390319,1:1
390320,390320,1:1
390330,390330,1:1
390390,390390,1:1
390410,390410,1:1
390421,390421,1:1
390422,390422,1:1
390430,390430,1:1
390440,390440,1:1
390450,390450,1:1
390461,390461,1:1
390469,390469,1:1
390490,390490,1:1
390512,390512,1:1
390519,390519,1:1
390521,390521,1:1
390529,390529,1:1
390530,390530,1:1
390591,390591,1:1
390599,390599,1:1
390610,390610,1:1
390690,390690,1:1
390710,390710,1:1
390721,390720,n:1
390729,390720,n:1
390730,390730,1:1
390740,390740,1:1
390750,390750,1:1
390761,390761,1:1
390769,390769,1:1
390770,390770,1:1
390791,390791,1:1
390799,390799,1:1
390810,390810,1:1
390890,390890,1:1
390910,390910,1:1
390920,390920,1:1
390931,390931,1:1
390939,390939,1:1
390940,390940,1:1
390950,390950,1:1
391000,391000,1:1
391110,391110,1:1
391120,391190,n:1
391190,391190,n:1
391211,391211,1:1
391212,391212,1:1
391220,391220,1:1
391231,391231,1:1
391239,391239,1:1
391290,391290,1:1
391310,391310,1:1
391390,391390,1:1
391400,391400,1:1
391510,391510,1:1
391520,391520,1:1
391530,391530,1:1
391590,391590,1:1
391610,391610,1:1
391620,391620,1:1
391690,391690,1:1
391710,391710,1:1
391721,391721,1:1
391722,391722,1:1
391723,391723,1:1
391729,391729,1:1
391731,391731,1:1
391732,391732,1:1
391733,391733,1:1
391739,391739,1:1
391740,391740,1:1
391810,391810,1:1
391890,391890,1:1
391910,391910,1:1
391990,391990,1:1
392010,392010,1:1
392020,392020,1:1
392030,392030,1:1
392043,392043,1:1
392049,392049,1:1
392051,392051,1:1
392059,392059,1:1
392061,392061,1:1
392062,392062,1:1
392063,392063,1:1
392069,392069,1:1
392071,392071,1:1
392073,392073,1:1
392079,392079,1:1
392091,392091,1:1
392092,392092,1:1
392093,392093,1:1
392094,392094,1:1
392099,392099,1:1
392111,392111,1:1
392112,392112,1:1
392113,392113,1:1
392114,392114,1:1
392119,392119,1:1
392190,392190,1:1
392210,392210,1:1
392220,392220,1:1
392290,392290,1:1
392310,392310,1:1
392321,392321,1:1
392329,392329,1:1
392330,392330,1:1
392340,392340,1:1
392350,392350,1:1
392390,392390,1:1
392410,392410,1:1
392490,392490,1:1
392510,392510,1:1
392520,392520,1:1
392530,392530,1:1
392590,392590,1:1
392610,392610,1:1
392620,392620,1:1
392630,392630,1:1
392640,392640,1:1
392690,392690,1:1
400110,400110,1:1
400121,400121,1:1
400122,400122,1:1
400129,400129,1:1
400130,400130,1:1
400211,400211,1:1
400219,400219,1:1
400220,400220,1:1
400231,400231,1:1
400239,400239,1:1
400241,400241,1:1
400249,400249,1:1
400251,400251,1:1
400259,400259,1:1
400260,400260,1:1
400270,400270,1:1
400280,400280,1:1
400291,400291,1:1
400299,400299,1:1
400300,400300,1:1
400400,400400,1:1
400510,400510,1:1
400520,400520,1:1
400591,400591,1:1
400599,400599,1:1
400610,400610,1:1
400690,400690,1:1
400700,400700,1:1
400811,400811,1:1
400819,400819,1:1
400821,400821,1:1
400829,400829,1:1
400911,400911,1:1
400912,400912,1:1
400921,400921,1:1
400922,400922,1:1
400931,400931,1:1
400932,400932,1:1
400941,400941,1:1
400942,400942,1:1
401011,401011,1:1
401012,401012,1:1
401019,401019,1:1
401031,401031,1:1
401032,401032,1:1
401033,401033,1:1
401034,401034,1:1
401035,401035,1:1
401036,401036,1:1
401039,401039,1:1
401110,401110,1:1
401120,401120,1:1
401130,401130,1:1
401140,401140,1:1
401150,401150,1:1
401170,401170,1:1
401180,401180,1:1
401190,401190,1:1
401211,401211,1:1
401212,401212,1:1
401213,401213,1:1
401219,401219,1:1
401220,401220,1:1
401290,401290,1:1
401310,401310,1:1
401320,401320,1:1
401390,401390,1:1
401410,401410,1:1
401490,401490,1:1
401512,401511,1:n
401512,401519,n:n
401519,401519,n:1
401590,401590,1:1
401610,401610,1:1
401691,401691,1:1
401692,401692,1:1
401693,401693,1:1
401694,401694,1:1
401695,401695,1:1
401699,401699,1:1
401700,401700,1:1
410120,410120,1:1
410150,410150,1:1
410190,410190,1:1
410210,410210,1:1
410221,410221,1:1
410229,410229,1:1
410320,410320,1:1
410330,410330,1:1
410390,410390,1:1
410411,410411,1:1
410419,410419,1:1
410441,410441,1:1
410449,410449,1:1
410510,410510,1:1
410530,410530,1:1
410621,410621,1:1
410622,410622,1:1
410631,410631,1:1
410632,410632,1:1
410640,410640,1:1
410691,410691,1:1
410692,410692,1:1
410711,410711,1:1
410712,410712,1:1
410719,410719,1:1
410791,410791,1:1
410792,410792,1:1
410799,410799,1:1
411200,411200,1:1
411310,411310,1:1
411320,411320,1:1
411330,411330,1:1
411390,411390,1:1
411410,411410,1:1
411420,411420,1:1
411510,411510,1:1
411520,411520,1:1
420100,420100,1:1
420211,420211,1:1
420212,420212,1:1
420219,420219,1:1
420221,420221,1:1
420222,420222,1:1
420229,420229,1:1
420231,420231,1:1
420232,420232,1:1
420239,420239,1:1
420291,420291,1:1
420292,420292,1:1
420299,420299,1:1
420310,420310,1:1
420321,420321,1:1
420329,420329,1:1
420330,420330,1:1
420340,420340,1:1
420500,420500,1:1
420600,420600,1:1
430110,430110,1:1
430130,430130,1:1
430160,430160,1:1
430180,430180,1:1
430190,430190,1:1
430211,430211,1:1
430219,430219,1:1
430220,430220,1:1
430230,430230,1:1
430310,430310,1:1
430390,430390,1:1
430400,430400,1:1
440111,440111,1:1
440112,440112,1:1
440121,440121,1:1
440122,440122,1:1
440131,440131,1:1
440132,440139,n:1
440139,440139,n:1
440141,440140,n:1
440149,440140,n:1
440210,440210,1:1
440220,440290,n:1
440290,440290,n:1
440311,440311,1:1
440312,440312,1:1
440321,440321,n:1
440322,440321,n:n
440322,440322,1:n
440323,440323,n:1
440324,440323,n:n
440324,440324,1:n
440325,440325,n:1
440326,440325,n:n
440326,440326,1:n
440341,440341,1:1
440342,440349,n:1
440349,440349,n:1
440391,440391,1:1
440393,440393,n:1
440394,440393,n:n
440394,440394,1:n
440395,440395,n:1
440396,440395,n:n
440396,440396,1:n
440397,440397,1:1
440398,440398,1:1
440399,440399,1:1
440410,440410,1:1
440420,440420,1:1
440500,440500,1:1
440611,440611,1:1
440612,440612,1:1
440691,440691,1:1
440692,440692,1:1
440711,440711,n:1
440712,440712,n:1
440713,440711,n:n
440713,440712,n:n
440713,440719,n:n
440714,440712,n:n
440714,440719,n:n
440719,440719,n:1
440721,440721,1:1
440722,440722,1:1
440723,440729,n:1
440725,440725,1:1
440726,440726,1:1
440727,440727,1:1
440728,440728,1:1
440729,440729,n:1
440791,440791,1:1
440792,440792,1:1
440793,440793,1:1
440794,440794,1:1
440795,440795,1:1
440796,440796,1:1
440797,440797,1:1
440799,440799,1:1
440810,440810,1:1
440831,440831,1:1
440839,440839,1:1
440890,440890,1:1
440910,440910,1:1
440921,440921,1:1
440922,440922,1:1
440929,440929,1:1
441011,441011,1:1
441012,441012,1:1
441019,441019,1:1
441090,441090,1:1
441112,441112,1:1
441113,441113,1:1
441114,441114,1:1
441192,441192,1:1
441193,441193,1:1
441194,441194,1:1
441210,441210,1:1
441231,441231,1:1
441233,441233,1:1
441234,441234,1:1
441239,441239,1:1
441241,441299,n:1
441242,441299,n:1
441249,441299,n:1
441251,441294,n:1
441252,441294,n:1
441259,441294,n:1
441291,441299,n:1
441292,441299,n:1
441299,441299,n:1
441300,441300,1:1
441410,441400,n:1
441490,441400,n:1
441510,441510,1:1
441520,441520,1:1
441600,441600,1:1
441700,441700,1:1
441811,441810,n:1
441819,441810,n:1
441821,441820,n:1
441829,441820,n:1
441830,441860,n:1
441840,441840,1:1
441850,441850,1:1
441873,441873,1:1
441874,441874,1:1
441875,441875,1:1
441879,441879,1:1
441881,441860,n:n
441881,441891,n:n
441881,441899,n:n
441882,441860,n:n
441882,441891,n:n
441882,441899,n:n
441883,441860,n:n
